people/person_id/0,people/pose_keypoints_2d/0,people/pose_keypoints_2d/1,people/pose_keypoints_2d/2,people/pose_keypoints_2d/3,people/pose_keypoints_2d/4,people/pose_keypoints_2d/5,people/pose_keypoints_2d/6,people/pose_keypoints_2d/7,people/pose_keypoints_2d/8,people/pose_keypoints_2d/9,people/pose_keypoints_2d/10,people/pose_keypoints_2d/11,people/pose_keypoints_2d/12,people/pose_keypoints_2d/13,people/pose_keypoints_2d/14,people/pose_keypoints_2d/15,people/pose_keypoints_2d/16,people/pose_keypoints_2d/17,people/pose_keypoints_2d/18,people/pose_keypoints_2d/19,people/pose_keypoints_2d/20,people/pose_keypoints_2d/21,people/pose_keypoints_2d/22,people/pose_keypoints_2d/23,people/pose_keypoints_2d/24,people/pose_keypoints_2d/25,people/pose_keypoints_2d/26,people/pose_keypoints_2d/27,people/pose_keypoints_2d/28,people/pose_keypoints_2d/29,people/pose_keypoints_2d/30,people/pose_keypoints_2d/31,people/pose_keypoints_2d/32,people/pose_keypoints_2d/33,people/pose_keypoints_2d/34,people/pose_keypoints_2d/35,people/pose_keypoints_2d/36,people/pose_keypoints_2d/37,people/pose_keypoints_2d/38,people/pose_keypoints_2d/39,people/pose_keypoints_2d/40,people/pose_keypoints_2d/41,people/pose_keypoints_2d/42,people/pose_keypoints_2d/43,people/pose_keypoints_2d/44,people/pose_keypoints_2d/45,people/pose_keypoints_2d/46,people/pose_keypoints_2d/47,people/pose_keypoints_2d/48,people/pose_keypoints_2d/49,people/pose_keypoints_2d/50,people/pose_keypoints_2d/51,people/pose_keypoints_2d/52,people/pose_keypoints_2d/53,people/pose_keypoints_2d/54,people/pose_keypoints_2d/55,people/pose_keypoints_2d/56,people/pose_keypoints_2d/57,people/pose_keypoints_2d/58,people/pose_keypoints_2d/59,people/pose_keypoints_2d/60,people/pose_keypoints_2d/61,people/pose_keypoints_2d/62,people/pose_keypoints_2d/63,people/pose_keypoints_2d/64,people/pose_keypoints_2d/65,people/pose_keypoints_2d/66,people/pose_keypoints_2d/67,people/pose_keypoints_2d/68,people/pose_keypoints_2d/69,people/pose_keypoints_2d/70,people/pose_keypoints_2d/71,people/pose_keypoints_2d/72,people/pose_keypoints_2d/73,people/pose_keypoints_2d/74,time
-1,479.278,148.839,0.861389,476.371,264.889,0.782695,382.34,263.36,0.652269,348.537,401.411,0.602602,357.399,498.35,0.739838,576.18,272.16,0.630036,604.075,417.6,0.468144,626.126,536.561,0.231541,473.405,536.567,0.0682976,410.229,536.551,0.0633152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.669,135.677,0.916601,498.398,135.691,0.924681,439.662,157.683,0.912909,521.84,160.602,0.868185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,479.281,148.826,0.865638,476.392,264.885,0.779667,382.345,263.35,0.650352,348.557,398.474,0.6178,357.37,498.35,0.742449,576.195,272.177,0.633651,604.072,419.07,0.460382,626.123,536.562,0.224378,474.84,536.568,0.0596489,411.705,536.551,0.0532855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.666,135.674,0.919626,498.395,135.687,0.925527,439.609,157.695,0.915902,521.82,162.03,0.856988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
-1,479.284,148.82,0.865747,477.788,264.922,0.755765,382.339,263.404,0.664829,348.548,399.937,0.599138,357.343,498.331,0.717137,576.21,272.186,0.634636,605.563,427.878,0.361017,627.571,536.566,0.153223,474.813,536.569,0.0864027,416.096,536.557,0.0659575,0,0,0,0,0,0,533.598,536.557,0.0702909,0,0,0,0,0,0,461.665,135.675,0.919043,498.393,135.684,0.925536,439.602,157.7,0.911954,521.823,160.586,0.854787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
-1,479.281,148.818,0.86559,477.816,264.902,0.752781,382.357,263.409,0.663219,348.567,401.402,0.584416,355.917,498.382,0.69309,577.643,270.722,0.632812,605.604,427.875,0.372133,626.13,536.563,0.159568,474.854,536.569,0.0946664,416.107,536.554,0.0814451,0,0,0,0,0,0,536.55,536.557,0.0793506,0,0,0,0,0,0,461.664,135.672,0.922039,498.389,135.682,0.927779,439.593,159.064,0.90934,521.819,160.599,0.861851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
-1,480.726,147.393,0.87821,477.793,264.892,0.760125,382.368,263.393,0.656349,347.135,401.429,0.591871,354.449,499.864,0.670426,576.212,270.734,0.631001,607.023,429.341,0.347667,626.091,536.566,0.0993351,474.821,536.571,0.0683066,416.128,536.563,0.0558257,0,0,0,0,0,0,536.541,536.557,0.0702015,0,0,0,0,0,0,463.03,135.623,0.934672,498.38,135.597,0.946227,439.606,159.059,0.913519,521.827,159.161,0.867013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
-1,480.721,147.414,0.871588,477.819,264.903,0.750778,382.365,263.403,0.659511,347.139,404.343,0.555284,352.961,505.723,0.654237,577.637,270.729,0.626803,605.586,421.998,0.377142,621.708,536.551,0.150833,474.881,536.568,0.122742,416.103,536.559,0.0895003,0,0,0,0,0,0,536.553,536.554,0.106169,0,0,0,0,0,0,463.031,135.636,0.931579,498.375,135.629,0.942194,439.62,157.669,0.919854,521.793,159.184,0.860356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
-1,480.734,147.411,0.874982,477.795,264.874,0.768165,382.356,263.385,0.657421,348.585,404.333,0.5481,352.949,508.641,0.658239,577.633,270.733,0.623877,605.594,427.851,0.378808,623.173,536.56,0.121546,474.824,536.571,0.0960167,414.652,536.559,0.0807033,0,0,0,0,0,0,535.103,536.556,0.0821223,0,0,0,0,0,0,463.045,135.622,0.941264,498.373,135.601,0.94694,439.62,157.677,0.922256,521.816,159.118,0.869855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6
-1,480.728,147.408,0.876713,477.789,264.821,0.775955,382.337,263.336,0.65442,347.111,401.438,0.530627,357.31,513.022,0.621662,576.212,269.279,0.629225,605.576,419.06,0.329462,624.635,536.557,0.129967,474.843,536.563,0.138417,414.661,536.554,0.120723,0,0,0,0,0,0,536.527,536.556,0.113019,0,0,0,0,0,0,463.045,135.621,0.940787,498.369,135.602,0.944963,439.638,159.048,0.923074,521.817,159.116,0.873462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7
-1,479.286,147.434,0.869043,477.833,264.869,0.750819,382.371,263.365,0.651981,351.503,401.435,0.494965,355.899,513.083,0.610161,576.207,270.708,0.61887,605.553,421.99,0.359459,623.186,536.558,0.133621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.67,135.632,0.930127,498.358,135.602,0.942379,439.638,159.048,0.921354,521.791,159.097,0.863625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8
-1,479.254,147.418,0.883935,479.247,264.875,0.745135,382.36,263.359,0.650645,351.497,402.899,0.49382,355.906,517.463,0.613505,577.65,270.726,0.624938,605.585,420.517,0.376041,624.633,536.561,0.118905,476.309,536.566,0.0531462,416.11,536.565,0.0539982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.652,135.633,0.931923,498.354,135.605,0.942476,439.601,159.053,0.926133,521.853,159.113,0.877504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9
